1705.84	1706.93	1698.51	200.42	200.05	199.66
431.03	439.87	441.65	109.19	110.68	111.32
246.02	232.73	232.89	67	65.75	65.86
274.02	269.73	291.68	76.6	74.59	80.97
515.61	575.36	592.43	122	131.97	133.23
472.71	505.7	499.14	117.23	122.02	121.66
492.81	496.34	469.76	120.87	120.7	116.24
499.11	491.57	489.21	121.98	119.64	120.83
52.51	54.36	61.69	15.41	15.28	17.15
442.07	451.08	455.12	112.86	114.14	115.59
1686.68	1695.83	1680.93	199.64	199.16	199.87
1555.18	1617.53	1663.74	193.17	196.39	200.36
1261.76	1244.03	1243.18	181.61	180.47	180.53
1403.88	1567.95	1605.34	184.52	195.94	198.09
1598.61	1628.78	1685.53	195.76	196	200.51
1663.26	1674.72	1705.25	198.42	198.72	200.01
1808.7	1742.67	1741.45	203	201.43	201.58
1398.46	1468.47	1482.33	186.68	191.72	191.51
1700.17	1703.5	1693.22	199.65	200.76	199.33
433.41	441.37	443.06	108.55	109.91	110.26
35.23	35.21	40.29	9.55	9.33	10.42
124.05	146.01	159.35	35.05	40.24	43.98
500.31	591.88	722.93	118.5	131.84	156.13
543.02	72.39	64.6	140.8	18.08	22.08
1216.53	1445.64	1638.49	174.51	190.02	206.3
1119.79	1355.53	1409.46	169.54	187.67	191.24
1324.35	1540.87	1649.79	179.87	195	203.09
1447.48	1424.74	1407.78	189.04	188.1	187.04
1430.95	1430.69	1360.64	188.13	189	183.84
1582.43	1805.44	1822.01	190.92	205.88	205.79
1640.99	1823.14	1854.36	194.29	205.89	207.06
1633.57	1854.41	1812.92	192.74	207.64	203.7
1846.91	1751.49	1457.53	206.57	203.1	178.82
1787.95	1829.81	1620.92	202.3	205.86	190.2
1341.59	1181.73	996.75	187.63	177.76	156.62
1616.56	1401.04	1190.07	199.74	187.25	166.44
1936.15	1689.68	1512.37	211.31	198.81	184.78
548.65	419.1	301.59	131.98	107.76	69.44
1467.7	1251.94	1094.54	195.5	180.97	163.58
41.16	40.84	46.51	11	10.74	12.2
250.85	246.63	234.23	68.52	67.83	65.64
120.36	135.95	137.17	35.56	37.36	38.27
220.42	458.74	715.98	61.99	115.26	169.62
210.53	398.13	582.53	60	104	150.8
326.34	538.08	812.98	86.12	126.34	176.37
265.38	464.84	581.51	72.74	120.26	143.84
399.82	707.66	823.55	99.26	149.99	164.13
461.26	811.38	1079.18	111.69	157	191.34
632.17	883.58	1155.78	134.27	160.38	193.59
647.45	1086.38	1398.34	132.05	176	206.25
923.71	1355.44	1591.52	153.95	188.98	207.67
926.26	1488.84	1600.99	152	197	202.97
1646	1518.29	1117.81	199.26	195	153.96
1488.04	1399.51	904.04	193.5	191.33	133.32
1195.99	955.93	625	184.65	166.88	113.69
507.94	377.69	238.84	128	101.26	52.66
858.47	495.1	317.87	169	117.73	68.39
451.61	226.78	155.48	120	62.51	38.91
1555.37	1173.67	1107.29	200.62	174	168.2
167.34	128.97	119.7	44.82	34.64	32.08
230.68	246.27	254.71	65.68	67.77	70.16
129.63	158.98	155.22	37.63	44.21	43.81
300.56	448.46	643.69	81.5	112.05	157.84
276.2	465.05	622.13	74.94	118.61	152.27
372.54	664.37	1071.11	96.26	140.13	200.1
410.46	625.25	1063.08	104.89	133.86	200.31
353	768.71	1142.77	91.73	154	201.25
325.31	694.55	874.81	83.78	149.17	171.42
324.71	696.06	780.55	83.29	150.9	157.67
432.56	883.74	864.83	105.37	168.83	159.78
542.38	624.93	333.22	127.38	143.16	61.88
703.83	836.37	464.18	143.04	164.01	86.74
726.16	1159.33	823.14	139.06	186.89	139.62
339.08	615.31	487.66	84.84	145.34	110.22
462.23	850.67	662.45	107.79	167.79	131.03
655.53	1237.38	1139.3	130.14	190.04	175.48
533.97	395.57	294.85	131.52	103.32	70.51
352.46	209.04	147.11	96.74	58.37	36.98
1528.01	1159.66	1139.64	199.44	173	172.35
198.12	169.07	142.99	53.59	46.87	38.77
230.95	247.12	245.16	66.15	68	68.42
135.41	161.1	148.33	38.91	44.93	40.82
480.94	965.58	1244.37	112.26	170.86	198.39
285.98	525.79	577.44	75.69	131.48	136.48
1972.11	1964.82	1936.79	209.16	208.96	207.67
1586.98	1559.84	771.79	199.93	200.94	104.25
427.39	880.75	545.94	103.65	172.65	105.82
339.96	813.18	798.97	87.26	164	155.08
629.92	537.79	230.95	141.59	132.54	32.39
727.95	1222.99	831.91	138.34	191.15	137.27
1026.96	1335.44	815.6	162.12	194.19	127.76
1216.65	461.89	403.39	197.33	110	98.63
934.8	366.46	267.05	180.83	94	66
1413.09	447.14	182.39	218.89	108.34	32.61
858.49	196.17	184.53	178.78	52.24	55.86
382.35	385.12	382.84	101.04	101	101.9
1161.99	712.11	615.68	187.53	142	127.66
1060.44	562.83	513.25	182.42	125.01	117.82
1091.86	724.97	743.64	180.33	142.75	147.87
156.69	142.89	134.73	41.89	39.65	38.02
169.56	180.24	198.59	49.73	50.39	55.54
175.42	190.49	181.17	50.83	53.05	50.85
319.95	633.5	765.33	81.39	143.07	159.96
780.71	793.34	791.55	152.93	153.17	153.47
1469.21	1482.24	1454.52	190.25	190.78	188.52
1709.77	1202.6	327.08	214.89	186.7	13.11
1318.52	1322.54	479.93	191.1	194.08	49.17
1613.69	1353.42	564.26	203.93	192.63	71.06
1670.67	1140.09	477.29	211.48	179	64.36
2011.35	2012.59	1968.03	210.5	211.25	208.24
2006.42	2005.59	1960.25	210.55	211.03	207.94
1115.58	554.52	351.55	191.08	126	75.12
1441.62	833.66	455.74	205.65	155.17	81.94
1192.28	438.38	178.34	203.33	107.18	30
799.55	210.88	230.65	175.06	53.79	69.52
334.53	333.38	332.89	90.79	90.07	90.7
183.62	177.53	178.37	51.15	49.96	50.93
1258.68	599.02	580.17	195.02	128.4	128.98
1123.99	966.38	1080.9	176.42	162.78	177.01
155.75	136.4	134.94	41.93	37.99	37.3
160.84	213.46	247.49	45.74	60	72.03
145.77	174.72	176.9	42.04	49.03	49.53
328.86	656.79	675.06	83.99	146.9	143.65
603.17	617.33	619.13	135	136.17	136.2
1138.91	1154.83	1139.26	175.44	176.03	174.7
1543.51	1245.56	412.66	204.39	188.93	36.2
1174.22	1187.55	374.89	185.8	187.96	25.61
607.82	595.64	261.7	139.6	138.84	37.73
1511.18	1150.8	479.59	202.65	181.83	63.38
2000.59	2001.81	1957.22	210.15	210.75	208.02
2004.94	2004.68	1965.66	210.44	210.86	208.84
944.91	359.24	200.39	184.75	93.88	44.48
881.75	288	172.25	181.16	77.19	41.6
1194.39	402.32	276.8	201.78	98.87	65.67
1000.9	317.51	402.26	191.29	76.64	112.46
293.51	290.56	292.09	81.31	80.46	81.23
150.86	143.78	149.57	42.09	40.31	42.4
719.87	387.84	409.06	156.92	95.5	105.79
995.87	853.08	1049.53	169.45	154.41	179.9
274.16	159.57	159.19	73.89	43.24	44.13
183.35	257.19	330.25	52.55	70	97.17
245	341.93	316.28	65.83	95.44	83.87
189.13	334.62	349.73	52.86	94.68	94.16
422.66	739.05	696.81	102.71	154.35	143
1037.97	1046.9	1032.58	170.05	170.23	168.91
1387.21	854.95	249.43	203.54	162.93	14.67
449.79	789.46	280.57	106.87	167.12	34.17
702.04	925.28	383.69	141.59	174.85	55.04
1371.1	1215.13	589.15	192.48	185.31	87.53
771.5	583.66	281.69	156.82	135.75	45.59
1160.24	805.49	405.46	186.81	156.49	68.2
1488.4	778.95	384.93	211.27	150.9	66.58
1321.25	676.26	216.72	203.97	144.96	19.1
770.38	381.21	585.83	162.11	90.69	146.97
809.65	340.08	468.41	169.9	81.53	130.96
245.65	235.65	236.74	67.77	66.65	66.88
1316.46	848.74	1009.8	194.27	149.6	176.68
966.33	459.66	543.41	179	104.43	132.15
697.72	462.63	625.87	149.91	106.54	145.77
191.35	147.75	154.69	50.95	40.05	43.64
159.89	167.77	196.8	46.67	46.62	56.53
497.71	717.57	514.34	115.68	152.28	108.53
202.5	326.98	241.66	56.87	94.04	59.9
297.49	521.01	454.61	76.46	133.22	109.36
295.68	362.58	688.89	85.65	90.3	173.17
293.29	265.15	467.62	81.86	70.16	138.28
505.24	325.97	533.84	127.76	82.58	142.22
499.34	258.98	387.12	130	66.64	115.19
575.33	195.9	206.28	144.97	51.92	62.14
820.71	296.57	322.83	173.01	75.37	91.79
842.31	721.16	409.56	161.05	150.81	76.65
596.72	451.9	237.22	140.35	118.18	43.35
1185.49	879.71	505.41	185.95	162	90.26
886.25	559.23	360.57	169.92	129.57	75.9
1218.89	815.54	491.85	190.51	155.36	92.08
710.72	318.79	275.28	158.26	83.85	71.18
573.55	533.59	764.96	129.83	121.11	163.4
566.56	458.23	604.78	132.5	108.87	143.44
384.87	279.41	357.67	101.08	72.33	101.18
182.56	151.96	166.09	48.06	42	45.75
551.1	807.11	924.32	123	156	169.69
758.95	1069.92	1204.35	143.3	175.78	187.69
70.09	105.6	193.03	21.84	27.25	62.31
365.9	509.94	325.4	93.27	130.74	72.13
198.95	325.49	267.83	54.9	95.03	68.8
212.67	274.67	190.66	59.66	81.74	48.42
406.86	427.37	300.66	106.81	114	70.99
794.65	1065.25	877.13	148	177	149.51
534.42	822.85	806.38	121.29	160.57	153.4
354.43	456.05	670.9	95.34	112.78	160.42
431.09	536.31	715.16	109.14	125.85	159.39
984.13	1055.28	1234.82	165.62	169.99	189.57
727.68	856.03	1272.12	146.46	153.97	206.22
647.12	761.39	1169.95	139.92	146	201.59
417.01	480.3	774.97	107.73	112.57	174.17
374.36	421.39	638.4	100.98	103.88	158
658.66	611.33	939.72	139.48	129.97	183.12
444.25	214.24	276.1	118.39	54.44	82.92
294.83	214.37	304.28	80.37	55.81	88.49
275.82	172.95	202.22	75.57	44.85	59.54
37.56	37.69	42.88	10.33	9.75	11.25
692.73	913.79	959.25	139.5	164.87	169.1
850.34	963.76	609.19	155	172.08	112.68
1235.65	1263.99	1124.94	179.16	182.69	168.17
1233.61	1264.98	1179.53	179.85	182	175.67
1464.1	1648.56	1577.54	186.69	199.78	193.9
1451.38	1603.71	1482.22	186.63	198.48	187.3
1852.23	1838.11	1878.7	204.73	204	205.86
1758.07	1772.48	1867.14	202	201.16	207.41
1566.53	1401.33	1374.83	196.21	186.44	184.42
1394.84	1170.4	1179.36	190.89	175.04	175.52
1392.43	1394.97	1603.87	187.13	185.74	204.25
1410.05	1326.25	1498.92	188.63	182.92	196.96
1141.12	1257.05	1541	173.56	179.94	206.32
1027.82	1034.54	1211.94	169.7	168.14	189.27
1204.71	1196.21	1476.78	179.46	175.37	204.78
1569.55	1188.37	1330.27	201.61	173	189.77
639.45	703.46	912.66	137.26	141.85	174.9
336.59	326.79	453.9	89.57	82.99	126.06
64.19	65.03	74.56	17.24	16.86	18.47
470.08	477.04	479.69	116.14	116.73	117.69
1718.07	1727.5	1716.5	201	200.42	200.98
1230.58	1305.21	1340.91	179.2	183.87	187.46
1441.11	1590.97	1684.5	186.6	196.22	203.08
1491.27	1492.56	1509.26	191.13	191.03	194.05
1422.1	1472.05	1446.98	188.7	190.38	188.57
1463.51	1525.04	1516.56	189.66	192.71	193.05
1474.12	1580.19	1667.63	188.09	195.84	200.54
1561.25	1629.46	1669.18	193.03	197.38	198.39
1701.88	1712.72	1699.73	199.79	200.06	199.14
479.82	488.89	488.19	119.34	120.43	120.49
64.58	65.93	75.24	18.9	18.6	20.39
832.82	873.64	892.29	156.77	159.64	160.64
421.35	450.54	480.63	108.63	113.57	119.5
525.32	557.65	615.41	123.99	127.85	138.17
545.68	578.07	612.71	127.38	130.8	135.27
580.27	584.12	617.73	130.93	130.57	136.18
563.63	619.42	618.42	127.97	135.44	135.07
464.15	472.41	475.02	113.71	115.09	116.39
1652.51	1652.94	1632.53	198.67	198.48	196.6
